Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name, Sales  ,month
6102,CA-2018-100111,25/04/2034,16/06/8116,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035,East,Product ID,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,"$2,254.41 ",Apr-2034
6103,CA-2018-100111,26/04/2034,16/06/8117,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035,East,Product ID,Technology,Phones,Plantronics Cordless Phone Headset with In-line Volume - M214C,$104.85 ,Apr-2034
6104,CA-2018-100111,27/04/2034,16/06/8118,Standard Class,SV-20365,Seth Vernon,Consumer,United States,New York City,New York,10035,East,Product ID,Technology,Accessories,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,$59.97 ,Apr-2034
6105,US-2018-132381,28/04/2034,16/06/8119,First Class,Dp-13240,Dean percer,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Product ID,Furniture,Tables,Bevis Boat-Shaped Conference Table,$314.53 ,Apr-2034
6106,CA-2016-147011,29/04/2034,16/06/8120,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Miami,Florida,33178,South,Product ID,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",$13.63 ,Apr-2034
6107,CA-2015-120852,30/04/2034,16/06/8121,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,Product ID,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,$19.43 ,Apr-2034
6108,CA-2015-120852,01/05/2034,16/06/8122,Standard Class,WB-21850,William Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,Product ID,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,$65.44 ,May-2034
6109,CA-2017-150007,02/05/2034,16/06/8123,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,60653,Central,Product ID,Office Supplies,Labels,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,$6.00 ,May-2034
6110,CA-2017-150007,03/05/2034,16/06/8124,Standard Class,AS-10090,Adam Shillingsburg,Consumer,United States,Chicago,Illinois,60653,Central,Product ID,Office Supplies,Binders,Insertable Tab Indexes For Data Binders,$1.91 ,May-2034
6111,CA-2017-124590,04/05/2034,16/06/8125,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134,East,Product ID,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black","$1,474.80 ",May-2034
6112,CA-2017-124590,05/05/2034,16/06/8126,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134,East,Product ID,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",$110.10 ,May-2034
6113,CA-2017-124590,06/05/2034,16/06/8127,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134,East,Product ID,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,$16.75 ,May-2034
6114,CA-2017-124590,07/05/2034,16/06/8128,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134,East,Product ID,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back","$1,537.07 ",May-2034
6115,CA-2017-124590,08/05/2034,16/06/8129,Standard Class,SP-20920,Susan Pistek,Consumer,United States,Parma,Ohio,44134,East,Product ID,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,$449.37 ,May-2034
6116,CA-2017-133802,09/05/2034,16/06/8130,Standard Class,SP-20650,Stephanie Phelps,Corporate,United States,Redwood City,California,94061,West,Product ID,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,$41.90 ,May-2034
6117,US-2017-113677,10/05/2034,16/06/8131,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10011,East,Product ID,Technology,Phones,Xiaomi Mi3,"$2,279.96 ",May-2034
6118,US-2017-113677,11/05/2034,16/06/8132,Standard Class,CM-12655,Corinna Mitchell,Home Office,United States,New York City,New York,10011,East,Product ID,Office Supplies,Labels,Avery 499,$14.94 ,May-2034
6119,CA-2018-143378,12/05/2034,16/06/8133,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,97477,West,Product ID,Technology,Phones,Mophie Juice Pack Helium for iPhone,$191.98 ,May-2034
6120,CA-2018-143378,13/05/2034,16/06/8134,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,97477,West,Product ID,Office Supplies,Art,Peel-Off China Markers,$23.83 ,May-2034
6121,CA-2018-143378,14/05/2034,16/06/8135,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,97477,West,Product ID,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",$409.22 ,May-2034
6122,CA-2018-143378,15/05/2034,16/06/8136,Standard Class,JR-16210,Justin Ritter,Corporate,United States,Springfield,Oregon,97477,West,Product ID,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,$72.59 ,May-2034
6123,CA-2018-152660,16/05/2034,16/06/8137,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Chicago,Illinois,60610,Central,Product ID,Office Supplies,Storage,Advantus Rolling Drawer Organizers,$61.57 ,May-2034
6124,CA-2016-142139,17/05/2034,16/06/8138,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Bedford,Texas,76021,Central,Product ID,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",$20.96 ,May-2034
6125,CA-2018-145772,18/05/2034,16/06/8139,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,West,Product ID,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$44.75 ,May-2034
6126,CA-2018-145772,19/05/2034,16/06/8140,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,West,Product ID,Office Supplies,Paper,Xerox 1947,$11.96 ,May-2034
6127,CA-2018-145772,20/05/2034,16/06/8141,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Los Angeles,California,90036,West,Product ID,Office Supplies,Binders,UniKeep View Case Binders,$3.91 ,May-2034
6128,CA-2017-124100,21/05/2034,16/06/8142,Standard Class,EH-13990,Erica Hackney,Consumer,United States,New York City,New York,10009,East,Product ID,Furniture,Chairs,"Global Value Steno Chair, Gray",$328.00 ,May-2034
6129,US-2015-158400,22/05/2034,16/06/8143,First Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94109,West,Product ID,Office Supplies,Binders,GBC VeloBind Cover Sets,$49.41 ,May-2034
6130,CA-2018-162033,23/05/2034,16/06/8144,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,23464,South,Product ID,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,$53.25 ,May-2034
6131,CA-2018-162033,24/05/2034,16/06/8145,Standard Class,EM-14200,Evan Minnotte,Home Office,United States,Virginia Beach,Virginia,23464,South,Product ID,Office Supplies,Fasteners,Staples,$3.76 ,May-2034
6132,CA-2015-163447,25/05/2034,16/06/8146,Standard Class,TB-21190,Thomas Brumley,Home Office,United States,New York City,New York,10011,East,Product ID,Furniture,Chairs,"Global Push Button Manager's Chair, Indigo",$767.21 ,May-2034
6133,CA-2018-145737,26/05/2034,16/06/8147,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Lebanon,Tennessee,37087,South,Product ID,Office Supplies,Paper,Xerox 1893,$163.96 ,May-2034
6134,CA-2017-148096,27/05/2034,16/06/8148,First Class,AO-10810,Anthony O'Donnell,Corporate,United States,Los Angeles,California,90045,West,Product ID,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",$161.28 ,May-2034
6135,CA-2017-146766,28/05/2034,16/06/8149,Same Day,TT-21220,Thomas Thornton,Consumer,United States,Chula Vista,California,91911,West,Product ID,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,$192.80 ,May-2034
6136,CA-2016-105613,29/05/2034,16/06/8150,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,78501,Central,Product ID,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",$27.70 ,May-2034
6137,CA-2016-105613,30/05/2034,16/06/8151,Standard Class,KN-16705,Kristina Nunn,Home Office,United States,Mcallen,Texas,78501,Central,Product ID,Office Supplies,Appliances,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,$73.16 ,May-2034
6138,US-2017-142251,31/05/2034,16/06/8152,Second Class,FO-14305,Frank Olsen,Consumer,United States,Hollywood,Florida,33021,South,Product ID,Office Supplies,Paper,Xerox 1898,$32.06 ,May-2034
6139,CA-2015-131247,01/06/2034,16/06/8153,Standard Class,GA-14725,Guy Armstrong,Consumer,United States,San Francisco,California,94110,West,Product ID,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,$205.67 ,Jun-2034
6140,US-2016-113593,02/06/2034,16/06/8154,First Class,NC-18415,Nathan Cano,Consumer,United States,Santa Maria,California,93454,West,Product ID,Office Supplies,Storage,Advantus Rolling Drawer Organizers,$115.44 ,Jun-2034
6141,CA-2018-121083,03/06/2034,16/06/8155,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,Product ID,Office Supplies,Paper,Xerox 1914,$274.80 ,Jun-2034
6142,CA-2018-121083,04/06/2034,16/06/8156,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,Product ID,Office Supplies,Storage,Tennsco Industrial Shelving,$195.64 ,Jun-2034
6143,CA-2018-121083,05/06/2034,16/06/8157,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,Product ID,Technology,Phones,Digium D40 VoIP phone,$257.98 ,Jun-2034
6144,CA-2018-121083,06/06/2034,16/06/8158,Standard Class,JF-15190,Jamie Frazer,Consumer,United States,Manchester,Connecticut,6040,East,Product ID,Office Supplies,Art,Prismacolor Color Pencil Set,$119.04 ,Jun-2034
6145,CA-2018-151190,07/06/2034,16/06/8159,Standard Class,GT-14710,Greg Tran,Consumer,United States,Omaha,Nebraska,68104,Central,Product ID,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",$20.07 ,Jun-2034
6146,CA-2015-133543,08/06/2034,16/06/8160,Standard Class,KM-16660,Khloe Miller,Consumer,United States,San Jose,California,95123,West,Product ID,Office Supplies,Art,Newell 332,$11.76 ,Jun-2034
6147,CA-2018-105130,09/06/2034,16/06/8161,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Art,Newell 332,$11.76 ,Jun-2034
6148,CA-2018-105130,10/06/2034,16/06/8162,Standard Class,PJ-18835,Patrick Jones,Corporate,United States,San Francisco,California,94122,West,Product ID,Office Supplies,Binders,Canvas Sectional Post Binders,$40.74 ,Jun-2034
6149,CA-2017-161928,11/06/2034,16/06/8163,Second Class,AC-10660,Anna Chung,Consumer,United States,San Francisco,California,94109,West,Product ID,Technology,Phones,Ooma Telo VoIP Home Phone System,$201.58 ,Jun-2034
6150,CA-2018-101322,12/06/2034,16/06/8164,First Class,JG-15310,Jason Gross,Corporate,United States,Long Beach,California,90805,West,Product ID,Furniture,Chairs,Novimex Turbo Task Chair,$340.70 ,Jun-2034
6151,US-2017-106600,13/06/2034,16/06/8165,First Class,RM-19375,Raymond Messe,Consumer,United States,Columbus,Georgia,31907,South,Product ID,Furniture,Bookcases,"Hon Metal Bookcases, Black",$354.90 ,Jun-2034
6152,CA-2015-111871,14/06/2034,16/06/8166,Second Class,EK-13795,Eileen Kiefer,Home Office,United States,San Francisco,California,94110,West,Product ID,Furniture,Bookcases,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","$1,198.33 ",Jun-2034
6153,CA-2018-139437,15/06/2034,16/06/8167,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Los Angeles,California,90004,West,Product ID,Office Supplies,Storage,Rogers Deluxe File Chest,$87.92 ,Jun-2034
6154,CA-2018-151484,16/06/2034,16/06/8168,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Product ID,Furniture,Furnishings,"Computer Room Manger, 14""",$51.97 ,Jun-2034
6155,CA-2018-151484,17/06/2034,16/06/8169,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Product ID,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",$51.34 ,Jun-2034
6156,CA-2018-151484,18/06/2034,16/06/8170,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Product ID,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,$332.70 ,Jun-2034
6157,CA-2018-151484,19/06/2034,16/06/8171,First Class,CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Product ID,Furniture,Furnishings,"Executive Impressions 12"" Wall Clock",$42.41 ,Jun-2034
6158,CA-2017-104150,20/06/2034,16/06/8172,Second Class,AG-10330,Alex Grayson,Consumer,United States,Tulsa,Oklahoma,74133,Central,Product ID,Office Supplies,Envelopes,"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",$81.54 ,Jun-2034
6159,CA-2017-104150,21/06/2034,16/06/8173,Second Class,AG-10330,Alex Grayson,Consumer,United States,Tulsa,Oklahoma,74133,Central,Product ID,Technology,Accessories,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,$167.28 ,Jun-2034
6160,CA-2017-161025,22/06/2034,16/06/8174,Standard Class,GM-14440,Gary McGarr,Consumer,United States,Los Angeles,California,90049,West,Product ID,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,$772.68 ,Jun-2034
6161,CA-2015-103989,23/06/2034,16/06/8175,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,Product ID,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,$323.98 ,Jun-2034
6162,CA-2015-103989,24/06/2034,16/06/8176,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,Product ID,Office Supplies,Labels,Avery 501,$11.81 ,Jun-2034
6163,CA-2015-103989,25/06/2034,16/06/8177,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,Product ID,Office Supplies,Storage,Crate-A-Files,$26.16 ,Jun-2034
6164,CA-2015-103989,26/06/2034,16/06/8178,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,Product ID,Office Supplies,Binders,"Avery Flip-Chart Easel Binder, Black",$33.57 ,Jun-2034
6165,CA-2015-103989,27/06/2034,16/06/8179,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,Product ID,Furniture,Furnishings,Eldon Wave Desk Accessories,$4.99 ,Jun-2034
6166,CA-2015-103989,28/06/2034,16/06/8180,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,Product ID,Furniture,Furnishings,Document Clip Frames,$20.02 ,Jun-2034
6167,CA-2015-103989,29/06/2034,16/06/8181,First Class,MC-17605,Matt Connell,Corporate,United States,Lakeland,Florida,33801,South,Product ID,Technology,Accessories,"Logitech Wireless Boombox Speaker - portable - wireless, wired",$170.24 ,Jun-2034
6168,CA-2016-142433,30/06/2034,16/06/8182,Standard Class,ES-14020,Erica Smith,Consumer,United States,Houston,Texas,77036,Central,Product ID,Office Supplies,Paper,Xerox 1916,$117.46 ,Jun-2034
6169,CA-2016-132815,01/07/2034,16/06/8183,Second Class,RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,Product ID,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,$22.96 ,Jul-2034
6170,CA-2015-101266,02/07/2034,16/06/8184,Second Class,MM-17920,Michael Moore,Consumer,United States,Springfield,Virginia,22153,South,Product ID,Office Supplies,Paper,Xerox 1898,$13.36 ,Jul-2034
6171,CA-2017-141523,03/07/2034,16/06/8185,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,10035,East,Product ID,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",$34.25 ,Jul-2034
6172,CA-2017-141523,04/07/2034,16/06/8186,Second Class,MH-17440,Mark Haberlin,Corporate,United States,New York City,New York,10035,East,Product ID,Office Supplies,Art,Newell 326,$3.52 ,Jul-2034
6173,US-2015-106299,05/07/2034,16/06/8187,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,Product ID,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,$26.70 ,Jul-2034
6174,US-2015-106299,06/07/2034,16/06/8188,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,Product ID,Technology,Accessories,Memorex Micro Travel Drive 4 GB,$21.20 ,Jul-2034
6175,US-2015-106299,07/07/2034,16/06/8189,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Springfield,Missouri,65807,Central,Product ID,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,$838.38 ,Jul-2034
6176,CA-2016-158421,08/07/2034,16/06/8190,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Product ID,Furniture,Chairs,Global Comet Stacking Arm Chair,"$1,690.04 ",Jul-2034
6177,CA-2016-158421,09/07/2034,16/06/8191,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Product ID,Office Supplies,Storage,Recycled Eldon Regeneration Jumbo File,$85.96 ,Jul-2034
6178,CA-2016-158421,10/07/2034,16/06/8192,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Product ID,Office Supplies,Envelopes,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",$121.96 ,Jul-2034
6179,CA-2016-158421,11/07/2034,16/06/8193,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Product ID,Office Supplies,Paper,Xerox 193,$23.92 ,Jul-2034
6180,CA-2016-158421,12/07/2034,16/06/8194,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Product ID,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,$63.96 ,Jul-2034
6181,CA-2016-158421,13/07/2034,16/06/8195,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Product ID,Technology,Phones,HTC One Mini,$629.95 ,Jul-2034
6182,CA-2016-158421,14/07/2034,16/06/8196,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Product ID,Technology,Phones,Grandstream GXP1160 VoIP phone,$113.73 ,Jul-2034
6183,CA-2016-158421,15/07/2034,16/06/8197,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Product ID,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",$14.60 ,Jul-2034
6184,CA-2016-158421,16/07/2034,16/06/8198,Standard Class,GB-14575,Giulietta Baptist,Consumer,United States,Columbia,South Carolina,29203,South,Product ID,Office Supplies,Storage,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",$887.84 ,Jul-2034
6185,CA-2017-143609,17/07/2034,16/06/8199,First Class,DB-13270,Deborah Brumfield,Home Office,United States,Portland,Oregon,97206,West,Product ID,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",$403.92 ,Jul-2034
6186,CA-2016-138331,18/07/2034,16/06/8200,Standard Class,JK-15625,Jim Karlsson,Consumer,United States,Philadelphia,Pennsylvania,19120,East,Product ID,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,$106.80 ,Jul-2034
6187,CA-2016-138954,19/07/2034,16/06/8201,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,Product ID,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,$70.95 ,Jul-2034
6188,CA-2016-138954,20/07/2034,16/06/8202,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,Product ID,Office Supplies,Binders,Cardinal Holdit Data Disk Pockets,$34.94 ,Jul-2034
6189,CA-2016-138954,21/07/2034,16/06/8203,First Class,MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,Product ID,Office Supplies,Art,Newell 319,$119.04 ,Jul-2034
6190,CA-2018-157903,22/07/2034,16/06/8204,Standard Class,AM-10705,Anne McFarland,Consumer,United States,Des Plaines,Illinois,60016,Central,Product ID,Technology,Phones,Cisco SPA 502G IP Phone,$383.84 ,Jul-2034
6191,CA-2017-157259,23/07/2034,16/06/8205,Standard Class,JM-15535,Jessica Myrick,Consumer,United States,New York City,New York,10035,East,Product ID,Furniture,Furnishings,Luxo Adjustable Task Clamp Lamp,$799.56 ,Jul-2034
6192,CA-2018-107986,24/07/2034,16/06/8206,Same Day,MW-18220,Mitch Webber,Consumer,United States,Seattle,Washington,98103,West,Product ID,Office Supplies,Storage,Sterilite Officeware Hinged File Box,$31.44 ,Jul-2034
6193,CA-2018-104927,25/07/2034,16/06/8207,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,Product ID,Office Supplies,Paper,Xerox 1931,$25.92 ,Jul-2034
6194,CA-2018-104927,26/07/2034,16/06/8208,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,Product ID,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",$6.33 ,Jul-2034
6195,CA-2018-104927,27/07/2034,16/06/8209,Standard Class,AG-10330,Alex Grayson,Consumer,United States,Houston,Texas,77095,Central,Product ID,Office Supplies,Paper,Xerox 1887,$75.88 ,Jul-2034
6196,CA-2018-113453,28/07/2034,16/06/8210,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Product ID,Technology,Phones,Mitel MiVoice 5330e IP Phone,$329.99 ,Jul-2034
6197,CA-2018-113453,29/07/2034,16/06/8211,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Product ID,Office Supplies,Storage,Acco Perma 2700 Stacking Storage Drawers,$71.38 ,Jul-2034
6198,CA-2016-149909,30/07/2034,16/06/8212,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Indiana,47201,Central,Product ID,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",$63.77 ,Jul-2034
6199,CA-2016-149909,31/07/2034,16/06/8213,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Indiana,47201,Central,Product ID,Technology,Phones,Spigen Samsung Galaxy S5 Case Wallet,$50.97 ,Jul-2034
6200,CA-2016-149909,01/08/2034,16/06/8214,Standard Class,RA-19915,Russell Applegate,Consumer,United States,Columbus,Indiana,47201,Central,Product ID,Office Supplies,Paper,Xerox 1910,$96.08 ,Aug-2034
6201,CA-2016-146675,02/08/2034,16/06/8215,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Evanston,Illinois,60201,Central,Product ID,Technology,Copiers,Canon PC940 Copier,"$1,439.97 ",Aug-2034
6202,CA-2016-146675,03/08/2034,16/06/8216,Standard Class,SB-20185,Sarah Brown,Consumer,United States,Evanston,Illinois,60201,Central,Product ID,Technology,Accessories,Logitech Keyboard K120,$43.56 ,Aug-2034
6203,CA-2017-118332,04/08/2034,16/06/8217,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Apple Valley,California,92307,West,Product ID,Furniture,Chairs,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,$563.92 ,Aug-2034
6204,CA-2017-133669,05/08/2034,16/06/8218,Standard Class,SV-20935,Susan Vittorini,Consumer,United States,Columbus,Ohio,43229,East,Product ID,Technology,Phones,Panasonic KX TS208W Corded phone,$235.15 ,Aug-2034
6205,CA-2018-145660,06/08/2034,16/06/8219,First Class,MG-17650,Matthew Grinstein,Home Office,United States,Marion,Ohio,43302,East,Product ID,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,$7.71 ,Aug-2034
6206,CA-2017-133697,07/08/2034,16/06/8220,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,Product ID,Office Supplies,Paper,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",$51.02 ,Aug-2034
6207,CA-2017-133697,08/08/2034,16/06/8221,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,Product ID,Office Supplies,Fasteners,Staples,$25.25 ,Aug-2034
6208,CA-2017-133697,09/08/2034,16/06/8222,Second Class,CM-12445,Chuck Magee,Consumer,United States,Houston,Texas,77095,Central,Product ID,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,$56.69 ,Aug-2034
6209,CA-2018-148138,10/08/2034,16/06/8223,Standard Class,ME-18010,Michelle Ellison,Corporate,United States,Marion,Ohio,43302,East,Product ID,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,$51.17 ,Aug-2034
6210,CA-2018-119809,11/08/2034,16/06/8224,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,Product ID,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,"$2,793.53 ",Aug-2034
6211,CA-2018-119809,12/08/2034,16/06/8225,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,Product ID,Office Supplies,Storage,Letter Size Cart,"$1,000.02 ",Aug-2034
6212,CA-2018-119809,13/08/2034,16/06/8226,Standard Class,YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,Product ID,Furniture,Furnishings,"Contract Clock, 14"", Brown",$65.94 ,Aug-2034
6213,CA-2018-149944,14/08/2034,16/06/8227,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,98632,West,Product ID,Office Supplies,Fasteners,Staples,$18.24 ,Aug-2034
6214,CA-2018-149944,15/08/2034,16/06/8228,Second Class,MB-17305,Maria Bertelson,Consumer,United States,Longview,Washington,98632,West,Product ID,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,$76.12 ,Aug-2034
6215,CA-2015-128538,16/08/2034,16/06/8229,Standard Class,AS-10240,Alan Shonely,Consumer,United States,Redondo Beach,California,90278,West,Product ID,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",$7.64 ,Aug-2034
6216,CA-2016-161711,17/08/2034,16/06/8230,Standard Class,MC-17425,Mark Cousins,Corporate,United States,New York City,New York,10035,East,Product ID,Furniture,Furnishings,"Executive Impressions 14"" Two-Color Numerals Wall Clock",$68.16 ,Aug-2034
6217,CA-2016-161711,18/08/2034,16/06/8231,Standard Class,MC-17425,Mark Cousins,Corporate,United States,New York City,New York,10035,East,Product ID,Office Supplies,Envelopes,Staple envelope,$62.24 ,Aug-2034
6218,US-2016-129553,19/08/2034,16/06/8232,Standard Class,PG-18820,Patrick Gardner,Consumer,United States,Louisville,Kentucky,40214,South,Product ID,Technology,Phones,Mediabridge Sport Armband iPhone 5s,$29.97 ,Aug-2034
